Id,SalePrice
1461,119685.5
1462,145414.5
1463,160618.09833333333
1464,181223.0
1465,214214.56
1466,181100.5
1467,168110.0
1468,176670.0
1469,178048.2
1470,117289.3333333333
1471,186727.94
1472,89198.4357142857
1473,95177.5
1474,153756.0
1475,144942.5
1476,417416.38
1477,252508.45
1478,327567.93
1479,306542.13
1480,445061.83
1481,330605.46
1482,210836.16
1483,175540.18
1484,181001.015
1485,160919.08
1486,210882.75
1487,361089.72
1488,256943.67
1489,200718.9
1490,187286.6
1491,187814.0
1492,108183.02
1493,179652.28
1494,302765.0
1495,290198.24
1496,214794.0
1497,191277.5
1498,150173.65333333335
1499,150173.65333333335
1500,147608.31833333336
1501,172247.0
1502,148522.6
1503,288002.31
1504,221029.51
1505,217729.0
1506,210605.48
1507,225140.44
1508,198319.0
1509,169623.0
1510,146246.18
1511,148903.09
1512,174706.5
1513,166866.2
1514,131089.0
1515,168854.0
1516,164218.0
1517,143661.0
1518,148888.0
1519,214843.0
1520,138790.0
1521,147880.25
1522,189015.0
1523,122174.74
1524,120873.5
1525,127889.0
1526,129596.0
1527,79871.79
1528,124093.0
1529,145940.25
1530,154146.5
1531,114592.74
1532,101075.0
1533,146858.0
1534,123445.5
1535,138318.5
1536,108488.55
1537,68362.0
1538,192688.0
1539,194233.7
1540,133049.48
1541,159847.0
1542,141423.0
1543,232316.6
1544,78175.0
1545,101584.0
1546,118711.72
1547,123407.68
1548,123149.0
1549,95689.09
1550,144552.52
1551,116163.0
1552,130775.71
1553,131608.37
1554,125912.61
1555,158052.5
1556,107301.0
1557,124612.25
1558,105984.76333333332
1559,121008.74
1560,137114.21
1561,145399.5
1562,110545.15
1563,117747.67952380952
1564,167265.49
1565,153170.44333333333
1566,159559.5
1567,78912.71
1568,210798.0
1569,121211.5
1570,112974.93
1571,117377.34
1572,137310.5
1573,233091.14
1574,164531.0
1575,192132.0
1576,195876.5
1577,200535.9
1578,157237.32
1579,144207.3
1580,183664.5
1581,138977.0
1582,119061.39999999998
1583,355647.93
1584,233688.86
1585,137822.6031746032
1586,71714.55
1587,103430.29
1588,145263.61
1589,110305.05
1590,140530.0
1591,109769.08
1592,111045.0
1593,120330.21428571429
1594,147330.75
1595,141236.06
1596,256875.58
1597,155305.59
1598,171881.3
1599,178984.0
1600,187195.0
1601,58347.41
1602,104126.79
1603,89116.54
1604,270986.0
1605,255488.3
1606,169200.37
1607,207971.12
1608,201232.235
1609,199103.9
