Id,SalePrice
1461,118193.23520370298
1462,161845.9946037956
1463,188047.3134107267
1464,194530.7140026393
1465,185765.7170172739
1466,172832.37313662155
1467,176125.40313385637
1468,165657.99650751677
1469,189354.53266606174
1470,125728.6684833016
1471,188006.97743097035
1472,95364.36074799065
1473,98069.2258473584
1474,151349.2101901843
1475,130615.56351941061
1476,372560.96754095145
1477,248173.38039338894
1478,292681.4589264996
1479,297403.5708271813
1480,483409.6569106059
1481,312375.0971046208
1482,203148.0143713223
1483,168374.01420682837
1484,168293.4066601132
1485,175193.78482188325
1486,196171.69028937918
1487,347476.25498151634
1488,233844.5312549971
1489,210492.3671516174
1490,224744.68293322675
1491,190830.71883797477
1492,87345.2200044585
1493,166495.21180474144
1494,307961.2533830744
1495,288012.4325680162
1496,237380.9205580951
1497,182022.59522232134
1498,161838.62286017832
1499,162039.59143120138
1500,154276.76265868754
1501,176610.21514103224
1502,148790.125000026
1503,304070.9482323544
1504,244939.3538947417
1505,225757.52684481302
1506,177139.97912551984
1507,237485.84534378402
1508,197772.4746383126
1509,159099.73925436774
1510,148442.53650464892
1511,150197.32579458324
1512,169567.79099791485
1513,136342.65909496995
1514,145043.299044053
1515,184150.4633979724
1516,147745.89688220978
1517,165302.38283547977
1518,132356.27252132367
1519,221877.44046215442
1520,133272.4972714247
1521,140749.51232009305
1522,170910.4521755347
1523,112080.94943090514
1524,121237.23916667807
1525,124506.47260089722
1526,114232.35008193104
1527,107415.885153454
1528,131684.3144246367
1529,147508.00485101444
1530,171663.39147978986
1531,108598.21126996868
1532,94031.80162522083
1533,141817.40427252685
1534,115370.19273445455
1535,157795.22731706337
1536,109265.2333632222
1537,74929.47493226736
1538,149878.66176995594
1539,190841.2561812272
1540,92082.59776544092
1541,137413.85387982603
1542,137813.719803579
1543,212236.29462359645
1544,80862.19645779744
1545,99471.99804487548
1546,129570.62928032572
1547,122940.85115829122
1548,127845.64627946305
1549,114972.90356048352
1550,131267.45168452853
1551,110118.93697882869
1552,143077.76491763612
1553,148380.12330281167
1554,115161.90645971014
1555,172637.1875913463
1556,88599.28558346746
1557,106264.79587616811
1558,96089.10611645735
1559,86635.92388544175
1560,134221.57334252598
1561,126968.2605387673
1562,129937.71131389056
1563,123631.56764871765
1564,162874.4765197858
1565,149472.78935047012
1566,241154.2196952003
1567,72866.47360927128
1568,231360.91529646402
1569,144441.83752391356
1570,140890.566308875
1571,127095.73574875739
1572,150557.49894042194
1573,255004.61095005975
1574,111904.26969100382
1575,236003.9103912493
1576,236190.88441458464
1577,198433.1515958893
1578,156759.03248834945
1579,145636.22747245815
1580,188442.88098889624
1581,159721.78774640817
1582,125347.43681178661
1583,319753.7605686382
1584,226800.16056766984
1585,142111.25603146735
1586,72975.80700418397
1587,96846.78937005239
1588,154368.55319925505
1589,94539.16800572681
1590,136697.58247664227
1591,97006.11814487711
1592,122111.94648827396
1593,126956.45258469548
1594,135025.90172610106
1595,113100.73768916793
1596,234176.51927763518
1597,185306.00722438743
1598,194896.35270586857
1599,177196.0994292204
1600,164703.67282049858
1601,65776.1296084546
1602,110843.37085338972
1603,82555.88784565605
1604,275842.62892967777
1605,243803.18892978638
1606,169785.33590375283
1607,166325.95569821473
1608,215688.17938632309
1609,196406.11852866126
1610,155176.3199439337
1611,140666.58957808744
1612,163599.52781989833
1613,159130.6292048494
1614,127273.64342074773
1615,91085.1057794457
1616,74392.29925523244
1617,92566.11982650156
1618,128717.90426604194
1619,147416.98477364902
1620,161792.69621512207
1621,137364.25256806306
1622,142306.9071465404
1623,267232.4260769308
1624,207642.876560097
1625,120880.9138500884
1626,160176.58407899743
1627,188116.0306300496
1628,288029.0788802356
1629,183289.7882380378
1630,337283.7507819421
1631,210425.76681614734
1632,235359.6773583695
1633,168099.92628689678
1634,187513.1935531167
1635,178828.67334796322
1636,155514.24000129668
1637,195062.6844586163
1638,200237.68564074603
