Id,SalePrice
1461,107531.61045742396
1462,162428.60424328956
1463,171531.6924962001
1464,190893.52344602335
1465,224009.9656078769
1466,187092.3691755376
1467,175142.8314604098
1468,179720.97497571888
1469,206716.23724061158
1470,103651.73244045465
1471,212373.48903195933
1472,123601.57945621258
1473,109806.81745730736
1474,174309.0628848063
1475,148105.08738082985
1476,326905.0266872011
1477,264978.0139767957
1478,296608.0662368204
1479,286237.28878431884
1480,381149.6451608015
1481,302562.2134721328
1482,235502.87781832553
1483,190701.9309262383
1484,196929.62572910148
1485,185154.0090499554
1486,217282.27675691165
1487,311534.49774127244
1488,267893.55886301224
1489,203733.01091353758
1490,202338.48206574563
1491,213041.099305792
1492,99090.75536925299
1493,186521.4173801788
1494,291691.36581068207
1495,289853.30819992383
1496,224044.37724716484
1497,214378.36181915086
1498,182784.54857718095
1499,182784.54857718095
1500,164524.7752554455
1501,181723.6526083583
1502,174284.88308291603
1503,261812.50965961185
1504,246150.4754884576
1505,223764.74795763835
1506,220056.19969501637
1507,245289.39644885797
1508,208386.9047808306
1509,178513.58097533567
1510,151120.4237514753
1511,149261.80794447067
1512,173886.86561194714
1513,177555.66915662528
1514,160976.13743449282
1515,206614.31166614557
1516,169366.55972473428
1517,147158.44745116797
1518,178770.04691048432
1519,223096.4687732691
1520,127308.35149827192
1521,132399.3426218063
1522,187450.62928595743
1523,106551.10257219546
1524,112818.80091034085
1525,112284.21337774792
1526,114481.46373612923
1527,84642.47652785364
1528,138698.31098564225
1529,144705.68846188195
1530,183779.1938683089
1531,111755.12600566645
1532,84314.90292243334
1533,157700.60209119064
1534,137386.18418130977
1535,145422.58795439545
1536,116690.24861798948
1537,40045.01802257029
1538,185813.64207258343
1539,215485.94784026896
1540,145520.2799793312
1541,155537.32155563973
1542,143788.8559426677
1543,202907.51414313936
1544,66122.52786326967
1545,125073.51329339517
1546,142058.96277840086
1547,128708.56403865339
1548,147378.75647641695
1549,111213.34672747925
1550,146608.32396635495
1551,132465.94706211507
1552,142150.78816448723
1553,129336.88720106392
1554,130724.73294160992
1555,162714.54024659272
1556,105155.54390419391
1557,114260.79656063335
1558,114308.01299371175
1559,101328.46104916034
1560,145740.985393318
1561,150496.33937667508
1562,108295.8496962639
1563,107475.43436078448
1564,164512.94229413266
1565,146947.5705494465
1566,213613.02197562344
1567,77630.23731547128
1568,209754.1074113209
1569,98808.0640998201
1570,127089.83673788025
1571,111421.19528612099
1572,128144.65654980717
1573,227167.73195837846
1574,154412.03809129237
1575,214475.49320691044
1576,229070.5586468354
