Id,SalePrice
1461,115767.82666666666
1462,150804.5
1463,161918.55333333334
1464,194441.5
1465,207137.04
1466,181491.6
1467,165164.37
1468,178071.85
1469,179092.95
1470,118163.15666666668
1471,188105.54
1472,88875.10238095239
1473,92680.08333333334
1474,163014.5
1475,144843.3333333333
1476,422898.29
1477,246079.65
1478,329041.46
1479,300578.47
1480,420106.58
1481,325267.14
1482,212350.36
1483,174393.58
1484,169920.7
1485,161920.63333333333
1486,208737.75
1487,358569.9
1488,248930.96
1489,201059.41
1490,188084.25
1491,190256.5095238095
1492,103086.52
1493,160307.74
1494,304096.9
1495,292223.74
1496,215628.7
1497,202694.14285714287
1498,150430.37333333332
1499,150430.37333333332
1500,156371.66534632034
1501,172052.0
1502,148954.07
1503,290043.36
1504,220320.32
1505,217905.9
1506,187093.29
1507,237669.76
1508,193188.0
1509,171635.0
1510,145783.96
1511,152298.37
1512,186577.84
1513,158655.5
1514,131128.0
1515,164604.98
1516,158664.0
1517,147725.5
1518,142523.0
1519,214801.7
1520,139013.0
1521,143902.5
1522,176930.0
1523,123530.48
1524,122109.75
1525,130084.0
1526,132603.6666666667
1527,83236.51
1528,125747.5
1529,146735.5
1530,159182.5
1531,113727.37
1532,97108.1
1533,154256.0
1534,114872.08
1535,143471.5
1536,107650.35
1537,68804.32
1538,183836.0
1539,190888.35
1540,130205.34
1541,163724.0
1542,144023.5
1543,227012.66
1544,83623.71
1545,106180.0
1546,121116.72
1547,136722.34
1548,124401.5
1549,99743.37
1550,144440.635
1551,116627.75
1552,123381.06
1553,130804.41
1554,114069.55
1555,163424.42
1556,110617.54
1557,126398.93
1558,107690.76333333332
1559,121660.37
1560,141252.58
1561,144100.0
1562,104641.73
1563,95623.75666666665
1564,160062.19
1565,157402.96
1566,179158.0
1567,86302.0
1568,218524.0
1569,114986.5
1570,117720.0
1571,115039.34
1572,131291.0
1573,228766.58
1574,150295.0
1575,190019.9
1576,198618.5
1577,198358.21
1578,161851.75
1579,143503.2
1580,192661.0
1581,135645.5
1582,119785.14999999998
1583,353747.43
1584,235977.86
1585,137822.6031746032
1586,75657.33
1587,99760.66666666666
1588,142759.23
1589,105719.78
1590,135527.0
1591,108683.0
1592,113847.35
1593,120521.5
1594,142919.14
1595,139165.26
1596,256710.86
1597,154063.99
1598,168632.25
1599,176852.0
1600,186178.0
1601,51991.28
1602,100860.04
1603,83917.82
1604,281794.0
1605,245168.93
1606,171506.0
1607,198205.16
1608,207087.31
1609,198369.8
1610,163767.13666666666
1611,152634.01
1612,190967.0
1613,164781.27
1614,117551.33333333331
1615,83440.75
1616,83440.75
1617,83045.26190476191
1618,125682.29095238095
1619,137119.34523809524
1620,177719.71
1621,136005.58133333334
1622,141285.0
1623,277151.5
1624,201055.0
1625,120917.58000000002
1626,168050.0
1627,180451.0
1628,260931.39
1629,171023.71666666665
1630,338995.03
1631,267449.83
1632,270459.26
1633,162220.6666666667
1634,180469.0
1635,170266.9
1636,168592.22
1637,169422.15333333335
1638,220294.0
1639,182473.05
